sensor_id,timestamp,temperature_c,humidity_pct,pressure_hpa
sensor-004,1700001095,23.36,57.5,1012.8
sensor-005,1700001095,24.17,56.2,1013.1
sensor-006,1700001095,20.55,46.2,1012.8
sensor-007,1700001095,24.00,48.8,1012.5
sensor-000,1700001110,25.26,58.9,1016.3
sensor-001,1700001110,22.28,40.5,1012.8
sensor-002,1700001110,20.39,53.7,1013.2
sensor-003,1700001110,22.17,49.0,1016.2
sensor-004,1700001110,23.46,57.2,1014.3
sensor-005,1700001110,24.08,56.2,1014.5
sensor-006,1700001110,20.60,46.2,1014.4
sensor-007,1700001110,23.90,48.7,1009.5
sensor-000,1700001125,25.22,58.9,1016.3
sensor-001,1700001125,22.37,40.4,1010.1
sensor-002,1700001125,20.48,53.9,1014.4
sensor-003,1700001125,22.26,49.3,1011.4
sensor-004,1700001125,23.41,57.0,1011.1
sensor-005,1700001125,24.16,56.0,1014.4
sensor-006,1700001125,20.53,46.0,1011.3
sensor-007,1700001125,23.89,48.4,1016.9
sensor-000,1700001140,25.12,58.9,1012.5
sensor-001,1700001140,22.35,40.2,1012.6
sensor-002,1700001140,20.58,54.0,1011.9
sensor-003,1700001140,22.36,49.1,1012.2
sensor-004,1700001140,23.50,57.2,1013.2
sensor-005,1700001140,24.19,56.2,1010.4
sensor-006,1700001140,20.59,46.0,1010.0
sensor-007,1700001140,23.86,48.6,1016.7
sensor-000,1700001155,25.16,58.8,1011.1
sensor-001,1700001155,22.30,40.4,1014.2
sensor-002,1700001155,20.52,53.9,1012.0
sensor-003,1700001155,22.32,49.3,1010.0
sensor-004,1700001155,23.41,57.1,1016.7
sensor-005,1700001155,24.27,56.1,1009.8
sensor-006,1700001155,20.58,46.0,1015.5
sensor-007,1700001155,23.95,48.6,1012.8
sensor-000,1700001170,25.14,58.7,1009.1
sensor-001,1700001170,22.32,40.7,1013.5
sensor-002,1700001170,20.42,54.1,1011.7
sensor-003,1700001170,22.33,49.5,1011.6
sensor-004,1700001170,23.32,57.1,1012.7
sensor-005,1700001170,24.36,56.0,1016.0
sensor-006,1700001170,20.59,45.9,1011.5
sensor-007,1700001170,24.02,48.6,1014.3
sensor-000,1700001185,25.19,58.7,1011.7
sensor-001,1700001185,22.42,40.7,1014.2
sensor-002,1700001185,20.33,54.1,1015.4
sensor-003,1700001185,22.33,49.5,1011.8
sensor-004,1700001185,23.35,56.8,1011.8
sensor-005,1700001185,24.27,55.7,1014.9
sensor-006,1700001185,20.65,45.7,1014.5
sensor-007,1700001185,24.01,48.6,1015.6
sensor-000,1700001200,25.15,58.5,1013.2
sensor-001,1700001200,22.48,40.4,1013.4
sensor-002,1700001200,20.30,53.8,1011.6
sensor-003,1700001200,22.26,49.4,1014.3
sensor-004,1700001200,23.42,56.9,1015.5
sensor-005,1700001200,24.21,55.6,1011.9
sensor-006,1700001200,20.65,45.6,1010.0
sensor-007,1700001200,23.92,48.3,1012.3
sensor-000,1700001215,25.05,58.3,1011.5
sensor-001,1700001215,22.57,40.2,1009.9
sensor-002,1700001215,20.23,53.8,1010.0
sensor-003,1700001215,22.17,49.7,1013.2
sensor-004,1700001215,23.45,56.7,1010.7
sensor-005,1700001215,24.26,55.9,1010.4
sensor-006,1700001215,20.65,45.5,1010.8
sensor-007,1700001215,23.94,48.0,1014.0
sensor-000,1700001230,25.10,58.6,1012.1
sensor-001,1700001230,22.49,40.1,1011.2
sensor-002,1700001230,20.32,53.8,1013.6
sensor-003,1700001230,22.14,49.5,1009.1
sensor-004,1700001230,23.39,56.7,1014.4
sensor-005,1700001230,24.19,55.7,1011.6
sensor-006,1700001230,20.61,45.6,1013.3
sensor-007,1700001230,23.98,47.8,1015.3
sensor-000,1700001245,25.02,58.8,1016.1
sensor-001,1700001245,22.45,39.8,1015.5
sensor-002,1700001245,20.41,53.6,1014.7
sensor-003,1700001245,22.09,49.3,1016.3
sensor-004,1700001245,23.38,56.8,1011.5
sensor-005,1700001245,24.10,55.5,1009.1
sensor-006,1700001245,20.65,45.6,1011.5
sensor-007,1700001245,24.01,48.0,1010.0
sensor-000,1700001260,25.07,58.8,1010.6
sensor-001,1700001260,22.53,39.8,1014.8
sensor-002,1700001260,20.37,53.7,1012.4
sensor-003,1700001260,22.18,49.6,1015.1
sensor-004,1700001260,23.36,57.1,1013.0
sensor-005,1700001260,24.07,55.6,1015.1
sensor-006,1700001260,20.68,45.9,1013.2
sensor-007,1700001260,24.08,48.2,1016.6
sensor-000,1700001275,25.09,58.8,1011.7
sensor-001,1700001275,22.58,39.6,1014.7
sensor-002,1700001275,20.40,53.4,1009.4
sensor-003,1700001275,22.15,49.5,1011.6
sensor-004,1700001275,23.46,56.8,1013.9
sensor-005,1700001275,23.98,55.6,1009.1
sensor-006,1700001275,20.65,46.0,1015.7
sensor-007,1700001275,23.99,48.3,1015.4
sensor-000,1700001290,25.05,58.7,1016.6
sensor-001,1700001290,22.55,39.6,1013.7
sensor-002,1700001290,20.46,53.5,1012.7
sensor-003,1700001290,22.13,49.5,1009.1
sensor-004,1700001290,23.51,57.0,1011.9
sensor-005,1700001290,24.02,55.9,1010.8
sensor-006,1700001290,20.63,46.0,1013.6
sensor-007,1700001290,23.97,48.4,1013.7
sensor-000,1700001305,25.07,58.8,1010.1
sensor-001,1700001305,22.48,39.7,1011.1
sensor-002,1700001305,20.44,53.7,1012.9
sensor-003,1700001305,22.10,49.2,1016.5
sensor-004,1700001305,23.50,56.7,1011.2
sensor-005,1700001305,24.02,55.9,1014.2
sensor-006,1700001305,20.60,45.7,1010.6
sensor-007,1700001305,24.04,48.1,1012.8
sensor-000,1700001320,25.11,59.0,1013.4
sensor-001,1700001320,22.40,39.8,1009.6
sensor-002,1700001320,20.39,53.7,1013.1
sensor-003,1700001320,22.14,49.1,1010.6
sensor-004,1700001320,23.58,56.7,1012.9
sensor-005,1700001320,23.94,55.8,1013.2
sensor-006,1700001320,20.59,45.5,1011.6
sensor-007,1700001320,24.14,48.2,1015.2
sensor-000,1700001335,25.14,59.1,1011.1
sensor-001,1700001335,22.48,39.8,1013.6
sensor-002,1700001335,20.49,53.6,1013.6
sensor-003,1700001335,22.12,49.1,1010.1
sensor-004,1700001335,23.54,56.8,1012.4
sensor-005,1700001335,23.96,55.6,1012.7
sensor-006,1700001335,20.65,45.5,1016.5
sensor-007,1700001335,24.13,48.4,1016.7
sensor-000,1700001350,25.07,58.8,1014.5
sensor-001,1700001350,22.43,39.5,1013.9
sensor-002,1700001350,20.47,53.8,1013.7
sensor-003,1700001350,22.03,49.1,1010.4
sensor-004,1700001350,23.60,56.9,1011.5
sensor-005,1700001350,23.89,55.6,1015.9
sensor-006,1700001350,20.65,45.7,1014.0
sensor-007,1700001350,24.19,48.4,1009.8
sensor-000,1700001365,25.01,58.6,1012.8
sensor-001,1700001365,22.48,39.8,1011.5
sensor-002,1700001365,20.54,53.6,1016.4
sensor-003,1700001365,22.04,49.3,1014.4
sensor-004,1700001365,23.58,56.8,1010.1
sensor-005,1700001365,23.92,55.7,1015.5
sensor-006,1700001365,20.60,45.8,1016.2
sensor-007,1700001365,24.16,48.3,1013.0
sensor-000,1700001380,25.04,58.5,1009.5
sensor-001,1700001380,22.52,39.5,1011.1
sensor-002,1700001380,20.48,53.7,1010.0
sensor-003,1700001380,22.07,49.4,1009.6
sensor-004,1700001380,23.49,57.1,1014.7
sensor-005,1700001380,23.94,55.6,1011.6
sensor-006,1700001380,20.53,45.6,1015.9
sensor-007,1700001380,24.26,48.3,1011.0
sensor-000,1700001395,24.94,58.5,1013.1
sensor-001,1700001395,22.59,39.2,1016.8
sensor-002,1700001395,20.42,53.9,1010.0
sensor-003,1700001395,22.13,49.3,1012.7
sensor-004,1700001395,23.43,57.3,1011.1
sensor-005,1700001395,23.89,55.4,1012.2
sensor-006,1700001395,20.47,45.8,1009.3
sensor-007,1700001395,24.34,48.5,1011.3
sensor-000,1700001410,24.89,58.3,1015.6
sensor-001,1700001410,22.53,39.4,1016.0
sensor-002,1700001410,20.39,53.6,1015.7
sensor-003,1700001410,22.21,49.3,1016.8
sensor-004,1700001410,23.42,57.5,1015.8
sensor-005,1700001410,23.91,55.2,1016.1
sensor-006,1700001410,20.55,45.9,1011.6
sensor-007,1700001410,24.39,48.3,1009.0
sensor-000,1700001425,24.97,58.1,1011.7
sensor-001,1700001425,22.44,39.6,1014.8
sensor-002,1700001425,20.33,53.5,1012.6
sensor-003,1700001425,22.29,49.3,1013.8
sensor-004,1700001425,23.37,57.7,1014.7
sensor-005,1700001425,23.93,55.0,1009.3
sensor-006,1700001425,20.50,46.2,1011.5
sensor-007,1700001425,24.47,48.2,1013.5
sensor-000,1700001440,25.03,58.1,1011.4
sensor-001,1700001440,22.42,39.5,1013.8
sensor-002,1700001440,20.34,53.8,1015.9
sensor-003,1700001440,22.30,49.3,1011.4
sensor-004,1700001440,23.29,57.8,1016.3
sensor-005,1700001440,23.85,54.9,1010.9
sensor-006,1700001440,20.41,46.1,1016.9
sensor-007,1700001440,24.50,48.3,1011.3
sensor-000,1700001455,25.10,57.8,1013.9
sensor-001,1700001455,22.49,39.2,1009.6
sensor-002,1700001455,20.38,53.9,1015.3
sensor-003,1700001455,22.39,49.6,1011.6
sensor-004,1700001455,23.27,58.1,1010.6
sensor-005,1700001455,23.92,54.7,1014.5
sensor-006,1700001455,20.46,46.3,1015.7
sensor-007,1700001455,24.43,48.1,1010.8
sensor-000,1700001470,25.19,57.8,1010.1
sensor-001,1700001470,22.51,39.1,1016.2
sensor-002,1700001470,20.45,53.8,1009.8
sensor-003,1700001470,22.43,49.5,1009.7
sensor-004,1700001470,23.22,58.0,1011.3
sensor-005,1700001470,23.93,54.5,1013.6
sensor-006,1700001470,20.47,46.5,1013.7
sensor-007,1700001470,24.51,48.1,1012.7
sensor-000,1700001485,25.16,58.0,1016.6
sensor-001,1700001485,22.41,39.2,1012.1
sensor-002,1700001485,20.36,54.1,1012.6
sensor-003,1700001485,22.37,49.2,1011.6
sensor-004,1700001485,23.14,57.8,1012.6
sensor-005,1700001485,23.98,54.7,1009.3
sensor-006,1700001485,20.53,46.7,1009.0
sensor-007,1700001485,24.44,47.9,1013.4
sensor-000,1700001500,25.26,57.9,1010.2
sensor-001,1700001500,22.40,39.3,1015.2
sensor-002,1700001500,20.38,53.9,1014.6
sensor-003,1700001500,22.38,49.1,1014.7
sensor-004,1700001500,23.11,57.9,1012.2
sensor-005,1700001500,24.07,54.6,1013.0
sensor-006,1700001500,20.44,46.7,1015.4
sensor-007,1700001500,24.48,47.8,1014.4
sensor-000,1700001515,25.28,57.9,1014.9
sensor-001,1700001515,22.48,39.2,1016.6
sensor-002,1700001515,20.42,54.0,1013.5
sensor-003,1700001515,22.38,49.0,1015.0
sensor-004,1700001515,23.13,57.8,1013.1
sensor-005,1700001515,24.02,54.5,1016.8
sensor-006,1700001515,20.48,47.0,1011.1
sensor-007,1700001515,24.50,47.7,1013.7
sensor-000,1700001530,25.38,57.7,1013.7
sensor-001,1700001530,22.42,39.4,1010.9
sensor-002,1700001530,20.40,53.7,1015.3
sensor-003,1700001530,22.45,48.7,1010.5
sensor-004,1700001530,23.16,58.1,1011.0
sensor-005,1700001530,24.09,54.3,1011.1
sensor-006,1700001530,20.46,46.9,1010.1
sensor-007,1700001530,24.47,47.8,1016.0
sensor-000,1700001545,25.39,57.5,1011.6
sensor-001,1700001545,22.36,39.7,1015.3
sensor-002,1700001545,20.43,53.8,1014.1
sensor-003,1700001545,22.50,48.5,1015.3
sensor-004,1700001545,23.15,57.9,1014.6
sensor-005,1700001545,24.01,54.4,1015.4
sensor-006,1700001545,20.42,47.0,1015.9
sensor-007,1700001545,24.45,47.6,1014.5
sensor-000,1700001560,25.39,57.4,1009.4
sensor-001,1700001560,22.37,39.5,1011.7
sensor-002,1700001560,20.36,53.9,1016.0
sensor-003,1700001560,22.51,48.6,1015.2
sensor-004,1700001560,23.14,57.9,1014.6
sensor-005,1700001560,24.03,54.5,1010.3
sensor-006,1700001560,20.37,46.7,1016.0
sensor-007,1700001560,24.38,47.9,1014.2
sensor-000,1700001575,25.48,57.5,1012.3
sensor-001,1700001575,22.30,39.6,1010.8
sensor-002,1700001575,20.37,53.9,1012.4
sensor-003,1700001575,22.58,48.3,1016.2
sensor-004,1700001575,23.08,58.0,1014.4
sensor-005,1700001575,24.01,54.6,1016.9
sensor-006,1700001575,20.40,46.7,1015.5
sensor-007,1700001575,24.42,47.8,1015.5
sensor-000,1700001590,25.44,57.5,1016.5
sensor-001,1700001590,22.31,39.3,1013.6
sensor-002,1700001590,20.40,53.8,1016.2
sensor-003,1700001590,22.49,48.2,1015.8
sensor-004,1700001590,23.13,58.3,1015.3
sensor-005,1700001590,24.06,54.6,1016.6
sensor-006,1700001590,20.38,46.5,1014.8
sensor-007,1700001590,24.51,47.7,1015.9
sensor-000,1700001605,25.53,57.4,1013.0
sensor-001,1700001605,22.40,39.4,1015.3
sensor-002,1700001605,20.47,54.0,1009.1
sensor-003,1700001605,22.56,48.3,1014.6
sensor-004,1700001605,23.11,58.1,1015.8
sensor-005,1700001605,24.08,54.4,1012.1
sensor-006,1700001605,20.41,46.8,1011.7
sensor-007,1700001605,24.53,47.9,1014.4
sensor-000,1700001620,25.51,57.5,1015.3
sensor-001,1700001620,22.48,39.4,1016.2
sensor-002,1700001620,20.51,53.9,1014.9
sensor-003,1700001620,22.55,48.2,1009.8
sensor-004,1700001620,23.06,57.9,1015.1
sensor-005,1700001620,24.17,54.5,1013.5
sensor-006,1700001620,20.36,46.7,1016.6
sensor-007,1700001620,24.61,48.1,1010.2
sensor-000,1700001635,25.42,57.2,1014.1
sensor-001,1700001635,22.51,39.3,1013.6
sensor-002,1700001635,20.50,53.8,1009.9
sensor-003,1700001635,22.50,48.2,1014.2
sensor-004,1700001635,23.16,58.0,1010.4
sensor-005,1700001635,24.12,54.5,1014.7
sensor-006,1700001635,20.31,46.6,1015.4
sensor-007,1700001635,24.63,47.9,1012.1
sensor-000,1700001650,25.47,57.0,1013.2
sensor-001,1700001650,22.48,39.5,1014.0
sensor-002,1700001650,20.59,54.1,1012.2
sensor-003,1700001650,22.51,48.2,1016.1
sensor-004,1700001650,23.12,57.9,1009.5
sensor-005,1700001650,24.21,54.4,1011.9
sensor-006,1700001650,20.34,46.6,1009.2
sensor-007,1700001650,24.61,48.1,1016.5
sensor-000,1700001665,25.55,56.7,1014.9
sensor-001,1700001665,22.49,39.4,1015.3
sensor-002,1700001665,20.61,54.0,1011.6
sensor-003,1700001665,22.61,48.3,1011.3
sensor-004,1700001665,23.11,57.7,1013.4
sensor-005,1700001665,24.22,54.7,1014.9
sensor-006,1700001665,20.25,46.5,1010.4
sensor-007,1700001665,24.70,48.0,1014.9
sensor-000,1700001680,25.58,56.9,1013.3
sensor-001,1700001680,22.59,39.1,1014.0
sensor-002,1700001680,20.60,54.2,1015.0
sensor-003,1700001680,22.58,48.6,1009.3
sensor-004,1700001680,23.16,57.8,1014.4
sensor-005,1700001680,24.16,54.9,1014.4
sensor-006,1700001680,20.31,46.7,1009.4
sensor-007,1700001680,24.77,48.3,1013.4
sensor-000,1700001695,25.56,57.1,1014.2
sensor-001,1700001695,22.60,38.9,1013.7
sensor-002,1700001695,20.54,54.1,1012.8
sensor-003,1700001695,22.61,48.5,1009.9
sensor-004,1700001695,23.15,57.8,1014.0
sensor-005,1700001695,24.16,54.8,1010.9
sensor-006,1700001695,20.24,46.9,1012.4
sensor-007,1700001695,24.74,48.1,1009.7
sensor-000,1700001710,25.63,57.0,1010.4
sensor-001,1700001710,22.60,38.8,1009.4
sensor-002,1700001710,20.61,54.1,1014.8
sensor-003,1700001710,22.64,48.4,1015.6
sensor-004,1700001710,23.09,58.0,1011.1
sensor-005,1700001710,24.19,54.7,1016.6
sensor-006,1700001710,20.21,46.6,1010.8
sensor-007,1700001710,24.66,48.3,1011.2
sensor-000,1700001725,25.54,56.9,1011.2
sensor-001,1700001725,22.54,38.6,1014.5
sensor-002,1700001725,20.56,53.9,1016.8
sensor-003,1700001725,22.68,48.3,1014.7
sensor-004,1700001725,23.07,57.9,1015.6
sensor-005,1700001725,24.21,54.4,1012.6
sensor-006,1700001725,20.14,46.6,1011.5
sensor-007,1700001725,24.69,48.1,1015.8
sensor-000,1700001740,25.54,56.7,1010.3
sensor-001,1700001740,22.61,38.8,1015.5
sensor-002,1700001740,20.48,53.8,1013.8
sensor-003,1700001740,22.77,48.2,1016.3
sensor-004,1700001740,23.00,58.1,1009.5
sensor-005,1700001740,24.15,54.3,1014.3
sensor-006,1700001740,20.15,46.9,1015.8
sensor-007,1700001740,24.77,48.1,1011.3
sensor-000,1700001755,25.59,56.8,1013.4
sensor-001,1700001755,22.64,38.7,1016.3
sensor-002,1700001755,20.44,53.7,1009.8
sensor-003,1700001755,22.86,48.5,1016.6
sensor-004,1700001755,23.04,58.2,1010.9
sensor-005,1700001755,24.21,54.2,1015.0
sensor-006,1700001755,20.07,46.7,1012.7
sensor-007,1700001755,24.69,47.9,1009.1
sensor-000,1700001770,25.60,56.7,1013.9
sensor-001,1700001770,22.71,38.9,1010.9
sensor-002,1700001770,20.41,53.6,1011.8
sensor-003,1700001770,22.94,48.2,1015.0
sensor-004,1700001770,23.03,58.5,1013.7
sensor-005,1700001770,24.23,54.0,1016.7
sensor-006,1700001770,20.17,46.8,1015.6
sensor-007,1700001770,24.72,48.0,1014.8
sensor-000,1700001785,25.69,56.9,1013.3
sensor-001,1700001785,22.81,38.6,1011.4
sensor-002,1700001785,20.50,53.9,1015.0
sensor-003,1700001785,22.87,48.2,1013.6
sensor-004,1700001785,23.12,58.6,1013.1
sensor-005,1700001785,24.14,53.8,1013.5
sensor-006,1700001785,20.16,46.6,1014.9
sensor-007,1700001785,24.78,47.9,1015.8
sensor-000,1700001800,25.65,57.0,1015.3
sensor-001,1700001800,22.81,38.6,1010.4
sensor-002,1700001800,20.44,53.9,1014.0
sensor-003,1700001800,22.78,48.0,1012.0
sensor-004,1700001800,23.08,58.7,1012.8
sensor-005,1700001800,24.12,53.6,1016.3
sensor-006,1700001800,20.10,46.8,1015.9
sensor-007,1700001800,24.77,47.6,1010.8
sensor-000,1700001815,25.65,57.3,1016.5
sensor-001,1700001815,22.86,38.4,1015.7
sensor-002,1700001815,20.48,53.9,1010.1
sensor-003,1700001815,22.86,48.3,1011.4
sensor-004,1700001815,23.04,58.9,1010.2
sensor-005,1700001815,24.17,53.5,1015.9
sensor-006,1700001815,20.02,47.0,1015.5
sensor-007,1700001815,24.78,47.3,1014.5
sensor-000,1700001830,25.75,57.3,1016.4
sensor-001,1700001830,22.92,38.4,1014.4
sensor-002,1700001830,20.53,54.0,1012.8
sensor-003,1700001830,22.77,48.4,1009.2
sensor-004,1700001830,23.10,59.1,1015.5
sensor-005,1700001830,24.21,53.3,1013.8
sensor-006,1700001830,20.06,47.1,1014.4
sensor-007,1700001830,24.70,47.2,1011.1
sensor-000,1700001845,25.71,57.2,1013.9
sensor-001,1700001845,22.92,38.4,1012.2
sensor-002,1700001845,20.47,53.9,1011.2
sensor-003,1700001845,22.70,48.2,1010.5
sensor-004,1700001845,23.00,59.2,1010.1
sensor-005,1700001845,24.17,53.5,1009.4
sensor-006,1700001845,20.07,47.3,1011.2
sensor-007,1700001845,24.75,47.0,1009.7
sensor-000,1700001860,25.65,57.5,1012.4
sensor-001,1700001860,22.93,38.7,1014.4
sensor-002,1700001860,20.37,53.8,1016.8
sensor-003,1700001860,22.66,47.9,1016.6
sensor-004,1700001860,22.96,59.4,1009.6
sensor-005,1700001860,24.16,53.2,1009.4
sensor-006,1700001860,19.98,47.3,1013.2
sensor-007,1700001860,24.70,47.0,1009.1
sensor-000,1700001875,25.61,57.8,1014.0
sensor-001,1700001875,23.01,38.8,1013.7
sensor-002,1700001875,20.43,53.6,1009.2
sensor-003,1700001875,22.59,48.1,1016.9
sensor-004,1700001875,23.06,59.4,1016.4
sensor-005,1700001875,24.22,53.1,1009.3
sensor-006,1700001875,19.92,47.1,1010.7
sensor-007,1700001875,24.71,47.2,1013.8
sensor-000,1700001890,25.58,58.0,1010.5
sensor-001,1700001890,22.94,38.9,1010.2
sensor-002,1700001890,20.48,53.9,1015.9
sensor-003,1700001890,22.54,47.9,1012.2
sensor-004,1700001890,23.13,59.4,1010.9
sensor-005,1700001890,24.16,53.0,1016.3
sensor-006,1700001890,19.92,46.9,1009.4
sensor-007,1700001890,24.76,47.3,1011.4
sensor-000,1700001905,25.64,58.0,1015.7
sensor-001,1700001905,22.98,39.0,1012.0
sensor-002,1700001905,20.44,54.1,1011.3
sensor-003,1700001905,22.45,48.1,1011.2
sensor-004,1700001905,23.21,59.2,1012.3
sensor-005,1700001905,24.17,53.1,1014.4
sensor-006,1700001905,19.99,46.6,1012.4
sensor-007,1700001905,24.78,47.4,1013.4
sensor-000,1700001920,25.69,58.2,1009.7
sensor-001,1700001920,22.90,38.8,1011.4
sensor-002,1700001920,20.34,54.1,1013.5
sensor-003,1700001920,22.43,47.8,1016.6
sensor-004,1700001920,23.11,59.2,1011.9
sensor-005,1700001920,24.14,53.2,1013.3
sensor-006,1700001920,19.89,46.6,1012.9
sensor-007,1700001920,24.83,47.5,1015.3
sensor-000,1700001935,25.59,57.9,1012.6
sensor-001,1700001935,22.93,38.9,1013.9
sensor-002,1700001935,20.27,54.0,1009.2
sensor-003,1700001935,22.42,47.7,1015.9
sensor-004,1700001935,23.02,59.4,1009.5
sensor-005,1700001935,24.22,53.0,1013.9
sensor-006,1700001935,19.81,46.7,1013.8
sensor-007,1700001935,24.90,47.4,1009.0
sensor-000,1700001950,25.59,57.7,1016.1
sensor-001,1700001950,22.83,38.8,1009.0
sensor-002,1700001950,20.26,54.1,1009.3
sensor-003,1700001950,22.44,47.6,1009.8
sensor-004,1700001950,23.05,59.6,1014.9
sensor-005,1700001950,24.13,52.9,1011.8
sensor-006,1700001950,19.87,46.6,1015.0
sensor-007,1700001950,24.91,47.5,1014.5
sensor-000,1700001965,25.52,57.8,1012.4
sensor-001,1700001965,22.88,38.9,1014.2
sensor-002,1700001965,20.18,54.1,1009.3
sensor-003,1700001965,22.35,47.5,1009.2
sensor-004,1700001965,23.03,59.4,1016.9
sensor-005,1700001965,24.11,52.8,1010.4
sensor-006,1700001965,19.81,46.5,1012.0
sensor-007,1700001965,25.00,47.7,1015.7
sensor-000,1700001980,25.52,57.6,1014.6
sensor-001,1700001980,22.82,39.0,1011.5
sensor-002,1700001980,20.16,53.9,1009.2
sensor-003,1700001980,22.34,47.8,1012.1
sensor-004,1700001980,22.97,59.5,1014.0
sensor-005,1700001980,24.04,52.9,1016.3
sensor-006,1700001980,19.90,46.4,1012.4
sensor-007,1700001980,24.98,47.4,1016.4
sensor-000,1700001995,25.49,57.4,1011.4
sensor-001,1700001995,22.85,38.7,1013.7
sensor-002,1700001995,20.23,53.9,1010.9
sensor-003,1700001995,22.35,47.6,1011.4
sensor-004,1700001995,23.05,59.6,1014.7
sensor-005,1700001995,24.13,53.2,1011.0
sensor-006,1700001995,19.87,46.2,1015.3
sensor-007,1700001995,25.03,47.4,1012.6
sensor-000,1700002010,25.57,57.6,1009.7
sensor-001,1700002010,22.80,38.9,1013.3
sensor-002,1700002010,20.19,54.0,1010.5
sensor-003,1700002010,22.32,47.8,1009.0
sensor-004,1700002010,23.06,59.4,1010.8
sensor-005,1700002010,24.20,53.4,1012.4
sensor-006,1700002010,19.79,46.5,1011.4
sensor-007,1700002010,25.03,47.6,1011.4
sensor-000,1700002025,25.66,57.4,1009.9
sensor-001,1700002025,22.79,38.9,1010.4
sensor-002,1700002025,20.24,54.1,1010.7
sensor-003,1700002025,22.31,47.8,1013.7
sensor-004,1700002025,23.14,59.7,1015.2
sensor-005,1700002025,24.25,53.1,1012.3
sensor-006,1700002025,19.74,46.3,1015.8
sensor-007,1700002025,24.99,47.3,1009.5
sensor-000,1700002040,25.69,57.6,1012.0
sensor-001,1700002040,22.82,38.6,1014.9
sensor-002,1700002040,20.25,54.1,1013.9
sensor-003,1700002040,22.30,47.7,1011.4
sensor-004,1700002040,23.08,59.6,1014.7
sensor-005,1700002040,24.19,52.9,1012.7
sensor-006,1700002040,19.77,46.3,1011.3
sensor-007,1700002040,24.91,47.4,1009.0
sensor-000,1700002055,25.59,57.4,1012.9
sensor-001,1700002055,22.76,38.4,1016.3
sensor-002,1700002055,20.34,54.2,1009.4
sensor-003,1700002055,22.21,47.5,1013.5
sensor-004,1700002055,23.17,59.9,1013.4
sensor-005,1700002055,24.17,53.1,1015.1
sensor-006,1700002055,19.68,46.6,1009.7
sensor-007,1700002055,24.84,47.4,1009.6
sensor-000,1700002070,25.61,57.7,1016.0
sensor-001,1700002070,22.77,38.7,1009.0
sensor-002,1700002070,20.43,54.3,1015.3
sensor-003,1700002070,22.28,47.3,1009.9
sensor-004,1700002070,23.23,59.7,1013.9
sensor-005,1700002070,24.19,53.3,1010.8
sensor-006,1700002070,19.69,46.8,1013.2
sensor-007,1700002070,24.85,47.4,1014.5
sensor-000,1700002085,25.51,57.9,1011.8
sensor-001,1700002085,22.80,38.6,1012.0
sensor-002,1700002085,20.43,54.3,1010.6
sensor-003,1700002085,22.19,47.3,1012.5
sensor-004,1700002085,23.20,59.8,1014.2
sensor-005,1700002085,24.18,53.4,1015.8
sensor-006,1700002085,19.71,46.5,1013.5
sensor-007,1700002085,24.82,47.2,1014.5
sensor-000,1700002100,25.60,57.7,1010.7
sensor-001,1700002100,22.77,38.6,1015.0
sensor-002,1700002100,20.34,54.5,1011.9
sensor-003,1700002100,22.20,47.5,1015.3
sensor-004,1700002100,23.28,60.0,1011.0
sensor-005,1700002100,24.16,53.3,1012.9
sensor-006,1700002100,19.75,46.8,1016.8
sensor-007,1700002100,24.77,47.5,1016.9
sensor-000,1700002115,25.58,57.8,1016.6
sensor-001,1700002115,22.78,38.6,1011.7
sensor-002,1700002115,20.43,54.3,1012.7
sensor-003,1700002115,22.10,47.7,1014.2
sensor-004,1700002115,23.36,60.2,1009.6
sensor-005,1700002115,24.13,53.4,1015.6
sensor-006,1700002115,19.78,46.5,1013.0
sensor-007,1700002115,24.84,47.3,1015.9
sensor-000,1700002130,25.59,57.8,1013.8
sensor-001,1700002130,22.73,38.4,1014.1
sensor-002,1700002130,20.49,54.5,1013.5
sensor-003,1700002130,22.05,47.6,1013.2
sensor-004,1700002130,23.39,60.2,1011.7
sensor-005,1700002130,24.20,53.7,1015.2
sensor-006,1700002130,19.88,46.5,1016.2
sensor-007,1700002130,24.88,47.6,1015.1
sensor-000,1700002145,25.52,57.5,1010.4
sensor-001,1700002145,22.66,38.7,1010.6
sensor-002,1700002145,20.42,54.8,1015.9
sensor-003,1700002145,22.07,47.5,1015.6
sensor-004,1700002145,23.41,60.5,1009.3
sensor-005,1700002145,24.29,53.9,1014.0
sensor-006,1700002145,19.80,46.6,1009.6
sensor-007,1700002145,24.94,47.5,1012.5
sensor-000,1700002160,25.59,57.6,1012.4
sensor-001,1700002160,22.60,38.9,1009.8
sensor-002,1700002160,20.42,54.7,1011.7
sensor-003,1700002160,22.16,47.4,1013.2
sensor-004,1700002160,23.40,60.3,1015.3
sensor-005,1700002160,24.24,54.2,1016.0
sensor-006,1700002160,19.83,46.4,1014.0
sensor-007,1700002160,24.90,47.7,1015.2
sensor-000,1700002175,25.61,57.4,1010.1
sensor-001,1700002175,22.62,38.7,1011.8
sensor-002,1700002175,20.52,54.7,1016.2
sensor-003,1700002175,22.19,47.6,1013.7
sensor-004,1700002175,23.49,60.2,1015.1
sensor-005,1700002175,24.22,54.0,1016.9
sensor-006,1700002175,19.89,46.3,1011.2
sensor-007,1700002175,24.99,47.9,1012.4
sensor-000,1700002190,25.56,57.6,1010.6
sensor-001,1700002190,22.53,38.6,1013.5
